Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
RC Circuits,Passive Circuit Analysis with LTspice®,,,,10.1007/978-3-030-38304-6_8,Colin May,2020,https://link.springer.com/chapter/10.1007/978-3-030-38304-6_8,Chapter
Introduction to Applied Data Science,Applied Data Science,,,,10.1007/978-3-030-11821-1_1,Thilo StadelmannMartin BraschlerKurt Stockinger,2019,https://link.springer.com/chapter/10.1007/978-3-030-11821-1_1,Chapter
Laravel Basics,Design Patterns in PHP and Laravel,,,,10.1007/978-1-4842-2451-9_1,Kelt Dockins,2017,https://link.springer.com/chapter/10.1007/978-1-4842-2451-9_1,Chapter
Preamble,Treaty on the Functioning of the European Union – A Commentary,,,,10.1007/978-3-030-43511-0_1,Hermann-Josef Blanke,2021,https://link.springer.com/chapter/10.1007/978-3-030-43511-0_1,Chapter
Resisting “Politics as Usual”: The Obama Era of Healthcare Reform,Single Payer Healthcare Reform,,,,10.1007/978-3-030-42764-1_5,Lindy S. F. Hern,2020,https://link.springer.com/chapter/10.1007/978-3-030-42764-1_5,Chapter
Daenerys Targaryen as Queen Elizabeth I’s Spiritual Daughter,Remembering Queens and Kings of Early Modern England and France,,,,10.1007/978-3-030-22344-1_13,Estelle Paranque,2019,https://link.springer.com/chapter/10.1007/978-3-030-22344-1_13,Chapter
Extended Education Offerings and Students’ Development of School Achievement,Extended Education from an International Comparative Point of View,,,,10.1007/978-3-658-27172-5_4,Marianne SchüpbachBenjamin von AllmenLukas FreiWim Nieuwenboom,2019,https://link.springer.com/chapter/10.1007/978-3-658-27172-5_4,Chapter
Introduction,Performances of Suffering in Latin American Migration,,,,10.1007/978-3-030-37409-9_1,Ana Elena PugaVíctor M. Espinosa,2020,https://link.springer.com/chapter/10.1007/978-3-030-37409-9_1,Chapter
"Ambedkar and Gandhi: Self, Community and God",The Ambedkar–Gandhi Debate,,,,10.1007/978-981-16-8686-3_3,Bindu Puri,2022,https://link.springer.com/chapter/10.1007/978-981-16-8686-3_3,Chapter
Social Assistance and Self-Organised Interest Groups: The Counselling Centre for Foreign Workers and Italian Educational Institutions in Basel-City (1960s–1980s),Switzerland and Migration,,,,10.1007/978-3-319-94247-6_11,Flavia Grossmann,2019,https://link.springer.com/chapter/10.1007/978-3-319-94247-6_11,Chapter
ConTact. Tactile Experiences of the Sacred and the Divinity in the Middle Ages,"Touching, Devotional Practices, and Visionary Experience in the Late Middle Ages",,,,10.1007/978-3-030-26029-3_9,Victoria CirlotBlanca Garí,2019,https://link.springer.com/chapter/10.1007/978-3-030-26029-3_9,Chapter
"Input/Output and Functions to Files, Strings, and Arrays",Programming in HTML and PHP,,,,10.1007/978-3-319-56973-4_8,David R. Brooks,2017,https://link.springer.com/chapter/10.1007/978-3-319-56973-4_8,Chapter
Aquaculture and Water Quality Management in the Philippines,Water Policy in the Philippines,,,,10.1007/978-3-319-70969-7_7,Rafael D. GuerreroPepito R. Fernandez,2018,https://link.springer.com/chapter/10.1007/978-3-319-70969-7_7,Chapter
Input-Output,PHP 7 Zend Certification Study Guide,,,,10.1007/978-1-4842-3246-0_8,Andrew Beak,2017,https://link.springer.com/chapter/10.1007/978-1-4842-3246-0_8,Chapter
Legal Aspects of Nuclear Weapons Doctrines,Nuclear Non-Proliferation in International Law - Volume V,,,,10.1007/978-94-6265-347-4_17,Dieter Fleck,2020,https://link.springer.com/chapter/10.1007/978-94-6265-347-4_17,Chapter
"More Than Words: Ossi di seppia, Opera, and the Miracle of Counter-Eloquence",Echoes of Opera in Modern Italian Poetry,,,,10.1007/978-3-030-46091-4_4,Mattia Acetoso,2020,https://link.springer.com/chapter/10.1007/978-3-030-46091-4_4,Chapter
Kraken,JavaScript Frameworks for Modern Web Development,,,,10.1007/978-1-4842-4995-6_8,Sufyan bin UzayrNicholas CloudTim Ambler,2019,https://link.springer.com/chapter/10.1007/978-1-4842-4995-6_8,Chapter
Journalism and Transparency: A Mass Communications Perspective,"Contested Transparencies, Social Movements and the Public Sphere",,,,10.1007/978-3-030-23949-7_6,Susanne FenglerDominik Speck,2019,https://link.springer.com/chapter/10.1007/978-3-030-23949-7_6,Chapter
From Dinosaurs to Elsewhen,The Time Machine Hypothesis,,,,10.1007/978-3-030-16178-1_11,Damien Broderick,2019,https://link.springer.com/chapter/10.1007/978-3-030-16178-1_11,Chapter
Data Scientists,Applied Data Science,,,,10.1007/978-3-030-11821-1_3,Thilo StadelmannKurt StockingerGundula Heinatz BürkiMartin Braschler,2019,https://link.springer.com/chapter/10.1007/978-3-030-11821-1_3,Chapter
The Promise of Pure Science,The Scientific World of Karl-Friedrich Bonhoeffer,,,,10.1007/978-3-319-95801-9_4,Kathleen L. Housley,2019,https://link.springer.com/chapter/10.1007/978-3-319-95801-9_4,Chapter
"American, British, and German Diplomatic Documents",The 1937 – 1938 Nanjing Atrocities,,,,10.1007/978-981-13-9656-4_10,Suping Lu,2019,https://link.springer.com/chapter/10.1007/978-981-13-9656-4_10,Chapter
Lest They Forget: Exploring Commemoration and Remembrance Through Games and Digital Technologies,The Palgrave Handbook of Artistic and Cultural Responses to War since 1914,,,,10.1007/978-3-319-96986-2_24,Iain Donald,2019,https://link.springer.com/chapter/10.1007/978-3-319-96986-2_24,Chapter
The National Reconciliation Commission in Practice,Transitional Justice in Ghana,,,,10.1007/978-94-6265-379-5_4,Marian Yankson-Mensah,2020,https://link.springer.com/chapter/10.1007/978-94-6265-379-5_4,Chapter
The Making of a Monarchical Republic: The Undoing of Presidential Term Limits in Gabon Under Omar Bongo,The Politics of Challenging Presidential Term Limits in Africa,,,,10.1007/978-3-030-40810-7_3,Daniel Mengara,2020,https://link.springer.com/chapter/10.1007/978-3-030-40810-7_3,Chapter
Appeasement and Recoil,"The Shah, the Islamic Revolution and the United States",,,,10.1007/978-3-319-96119-4_10,Darioush Bayandor,2019,https://link.springer.com/chapter/10.1007/978-3-319-96119-4_10,Chapter
"Mediation—Counterpoints of Dis/Connection, or the Third Act",Role-Playing Games of Japan,,,,10.1007/978-3-030-50953-8_4,Björn-Ole Kamm,2020,https://link.springer.com/chapter/10.1007/978-3-030-50953-8_4,Chapter
Reflections on the Pivotal Role of Animals in Early Mesopotamia,"Animals and their Relation to Gods, Humans and Things in the Ancient World",,,,10.1007/978-3-658-24388-3_3,Gebhard Selz,2019,https://link.springer.com/chapter/10.1007/978-3-658-24388-3_3,Chapter
The Stupid as Narrative Dissonance,Theorizing Stupid Media,,,,10.1007/978-3-030-28176-2_4,Aaron KernerJulian Hoxter,2019,https://link.springer.com/chapter/10.1007/978-3-030-28176-2_4,Chapter
"Colonial Reminiscence, Japanophilia Trend, and Taiwanese Grassroots Imagination in Cape No. 7","Taiwan Cinema, Memory, and Modernity",,,,10.1007/978-981-13-3567-9_4,Ivy I-chu Chang,2019,https://link.springer.com/chapter/10.1007/978-981-13-3567-9_4,Chapter
"Ocean Solutions That Benefit People, Nature and the Economy",The Blue Compendium,,,,10.1007/978-3-031-16277-0_20,Martin R. StuchteyAdrien VincentAndreas MerklMaximilian BucherPeter M. HauganJane LubchencoMari Elka Pangestu,2023,https://link.springer.com/chapter/10.1007/978-3-031-16277-0_20,Chapter
Urban Growth,Contemporary Environmental Problems in Nepal,,,,10.1007/978-3-030-50168-6_4,Keshav BhattaraiDennis Conway,2021,https://link.springer.com/chapter/10.1007/978-3-030-50168-6_4,Chapter
"Communication Platforms and Climate Change Adaptation of Rice Farmers in Lipa City, Batangas, Philippines",Communicating for Social Change,,,,10.1007/978-981-13-2005-7_13,Benedict Omandap Medina,2019,https://link.springer.com/chapter/10.1007/978-981-13-2005-7_13,Chapter
Rebuilding the World,The Scientific World of Karl-Friedrich Bonhoeffer,,,,10.1007/978-3-319-95801-9_13,Kathleen L. Housley,2019,https://link.springer.com/chapter/10.1007/978-3-319-95801-9_13,Chapter
A Culture of Automation and Continual Testing,Apple Device Management,,,,10.1007/978-1-4842-5388-5_9,Charles EdgeRich Trouton,2020,https://link.springer.com/chapter/10.1007/978-1-4842-5388-5_9,Chapter
Easing Clinician Distress in Pediatric Cancer Care,Palliative Care in Pediatric Oncology,,,,10.1007/978-3-319-61391-8_13,Karen MoodyDeborah KramerCaitlin ScanlonLucia WocialBeth Newton WatsonAdam Hill,2018,https://link.springer.com/chapter/10.1007/978-3-319-61391-8_13,Chapter
Integrating Ethical Standards into the Human Rights Framework,Between Moral Hazard and Legal Uncertainty,,,,10.1007/978-3-658-22660-2_3,Fruzsina Molnár-Gábor,2018,https://link.springer.com/chapter/10.1007/978-3-658-22660-2_3,Chapter
Addressing Poverty Risks of Lone Mothers in Germany: Social Law Framework and Labour Market Integration,Family Life in Japan and Germany,,,,10.1007/978-3-658-26638-7_4,Eva Maria Hohnerlein,2019,https://link.springer.com/chapter/10.1007/978-3-658-26638-7_4,Chapter
All Above the Waist,"Beauty, Women's Bodies and the Law",,,,10.1007/978-3-030-27998-1_4,Jocelynne A. Scutt,2020,https://link.springer.com/chapter/10.1007/978-3-030-27998-1_4,Chapter
Fr. Ratzel’s Worldview and the “Positivist Circle of Leipzig”. The Meaning of Fr. Ratzel’s Law,The Genesis of Geopolitics and Friedrich Ratzel,,,,10.1007/978-3-319-98035-5_5,Alexandros Stogiannos,2019,https://link.springer.com/chapter/10.1007/978-3-319-98035-5_5,Chapter
Energy Transition in Switzerland,Energy Law and Economics,,,,10.1007/978-3-319-74636-4_3,Julia Hänni,2018,https://link.springer.com/chapter/10.1007/978-3-319-74636-4_3,Chapter
The Opposition,"The Shah, the Islamic Revolution and the United States",,,,10.1007/978-3-319-96119-4_4,Darioush Bayandor,2019,https://link.springer.com/chapter/10.1007/978-3-319-96119-4_4,Chapter
Taxonomic Uncertainties,The Hypothetical Species,,,,10.1007/978-3-030-11319-3_3,Michael Charles TobiasJane Gray Morrison,2019,https://link.springer.com/chapter/10.1007/978-3-030-11319-3_3,Chapter
Fiscal Federalism and Fiscal Responsibility: The Case of Scotland,Claims for Secession and Federalism,,,,10.1007/978-3-319-59707-2_9,Iain McLean,2019,https://link.springer.com/chapter/10.1007/978-3-319-59707-2_9,Chapter
Climate Change and Its Impact on Vulnerable People,"Úrsula Oswald Spring: Pioneer on Gender, Peace, Development, Environment, Food and Water",,,,10.1007/978-3-319-94712-9_20,Úrsula Oswald Spring,2019,https://link.springer.com/chapter/10.1007/978-3-319-94712-9_20,Chapter
Considerations on Preclinical Neuromuscular Disease Gene Therapy Studies,Muscle Gene Therapy,,,,10.1007/978-3-030-03095-7_17,Dongsheng Duan,2019,https://link.springer.com/chapter/10.1007/978-3-030-03095-7_17,Chapter
"Auto-ethnography, Visual Sociology, Photography and Quantum Connections: 1990s to Present",Richard Quinney,,,,10.1007/978-3-030-02296-9_7,Clemens BartollasDragan Milovanovic,2019,https://link.springer.com/chapter/10.1007/978-3-030-02296-9_7,Chapter
"The State, Religious Institutions, and Welfare Delivery: The Case of Portugal",Faith-Based Organizations and Social Welfare,,,,10.1007/978-3-319-77297-4_5,Paul Christopher ManuelMiguel Glatzer,2019,https://link.springer.com/chapter/10.1007/978-3-319-77297-4_5,Chapter
Main British Wiccan Authors React to WLM and Feminist Witchcraft,"Women and Gender Issues in British Paganism, 1945–1990",,,,10.1007/978-3-030-46695-4_6,Shai Feraro,2020,https://link.springer.com/chapter/10.1007/978-3-030-46695-4_6,Chapter
Towards a Transnational Cosmopolitan Paradigm and Citizenship,Sustainable Development in the Anthropocene,,,,10.1007/978-3-030-80399-5_6,Luis-Alberto Padilla,2021,https://link.springer.com/chapter/10.1007/978-3-030-80399-5_6,Chapter
Teaching Psychiatry Residents About Suicide Prevention and Postvention,Suicide Prevention,,,,10.1007/978-3-319-74391-2_15,Farah MunirSarah Nagle-YangCathleen Cerny,2018,https://link.springer.com/chapter/10.1007/978-3-319-74391-2_15,Chapter
Legal Dimensions of the Conflict and Legacies of Human Rights Abuse,Transitional Justice for Israel/Palestine,,,,10.1007/978-3-030-89435-1_2,Jeremie Bracka,2021,https://link.springer.com/chapter/10.1007/978-3-030-89435-1_2,Chapter
Push Messaging,Practical Android,,,,10.1007/978-1-4842-3333-7_6,Mark Wickham,2018,https://link.springer.com/chapter/10.1007/978-1-4842-3333-7_6,Chapter
Participatory Culture,Politics and Digital Literature in the Middle East,,,,10.1007/978-3-319-76816-8_4,Nele Lenze,2019,https://link.springer.com/chapter/10.1007/978-3-319-76816-8_4,Chapter
Japanese Soldiers’ Accounts,The 1937 – 1938 Nanjing Atrocities,,,,10.1007/978-981-13-9656-4_7,Suping Lu,2019,https://link.springer.com/chapter/10.1007/978-981-13-9656-4_7,Chapter
Leadership in Malaysia,Leading Successfully in Asia,,,,10.1007/978-3-319-71347-2_9,Kim Cheng Patrick Low,2018,https://link.springer.com/chapter/10.1007/978-3-319-71347-2_9,Chapter
The Measurement of Membership,Explaining Bias in Membership Numbers,,,,10.1007/978-3-658-23092-0_3,Marie Elisabeth Zeidler,2019,https://link.springer.com/chapter/10.1007/978-3-658-23092-0_3,Chapter
“A Poor Imitation of Grotius and Pufendorf?” Biographical Uncertainties and the Laborious Genesis of Vattel’s Droit des gens,The Legacy of Vattel's Droit des gens,,,,10.1007/978-3-030-23838-4_3,Frédéric Ieva,2019,https://link.springer.com/chapter/10.1007/978-3-030-23838-4_3,Chapter
Contextualizing the Emergence of Martyrs in Lebanon,Martyr Cults and Political Identities in Lebanon,,,,10.1007/978-3-658-28098-7_4,Sabrina Bonsen,2020,https://link.springer.com/chapter/10.1007/978-3-658-28098-7_4,Chapter
Leadership and Ethics,Leading Successfully in Asia,,,,10.1007/978-3-319-71347-2_3,Kim Cheng Patrick Low,2018,https://link.springer.com/chapter/10.1007/978-3-319-71347-2_3,Chapter
Reducing Catastrophic Climate Risk by Revolutionizing the Amazon: Novel Pathways for Brazilian Diplomacy,Climate Change and Global Development,,,,10.1007/978-3-030-02662-2_10,Joana Castro Pereira,2019,https://link.springer.com/chapter/10.1007/978-3-030-02662-2_10,Chapter
How to Implement Machine Learning in Healthcare,Machine Learning Applications Using Python,,,,10.1007/978-1-4842-3787-8_3,Puneet Mathur,2019,https://link.springer.com/chapter/10.1007/978-1-4842-3787-8_3,Chapter
Methodology of KBE System Development for Automated Design of Multivariant Products,Advances in Manufacturing,,,,10.1007/978-3-319-68619-6_23,Przemyslaw Zawadzki,2018,https://link.springer.com/chapter/10.1007/978-3-319-68619-6_23,Conference paper
The Average Consumer and Its More or Less Distant Cousins,The Average Consumer in Confusion-based Disputes in European Trademark Law and Similar Fictions,,,,10.1007/978-3-030-26350-8_6,Rasmus Dalgaard Laustsen,2020,https://link.springer.com/chapter/10.1007/978-3-030-26350-8_6,Chapter
Eudicots,Garden Plants Taxonomy,,,,10.1007/978-3-031-11565-3_3,Bijan Dehgan,2023,https://link.springer.com/chapter/10.1007/978-3-031-11565-3_3,Chapter
"Competing Military and Civilian Remembrances of “Black Jack” Pershing and the Moros, 1899–1914",President Trump and General Pershing,,,,10.1007/978-3-030-01473-5_2,Marouf A. Hasian,2019,https://link.springer.com/chapter/10.1007/978-3-030-01473-5_2,Chapter
"Empowering Indigenous People: Voice, Choice and Agency in Rural Development Planning in Mindanao",Balancing Individualism and Collectivism,,,,10.1007/978-3-319-58014-2_17,Mervin GasconJanet McIntyre-Mills,2018,https://link.springer.com/chapter/10.1007/978-3-319-58014-2_17,Chapter
"Design, Implementation, and Evaluation of an Educational Software for the Teaching of the Programming Variable Concept",Research on e-Learning and ICT in Education,,,,10.1007/978-3-319-95059-4_19,Stavros MarkantonatosChris PanagiotakopoulosVassilios Verykios,2018,https://link.springer.com/chapter/10.1007/978-3-319-95059-4_19,Chapter
The Other Fights Back: Indigenizing the War Film,New Perspectives on the War Film,,,,10.1007/978-3-030-23096-8_5,Jennifer L. Gauthier,2019,https://link.springer.com/chapter/10.1007/978-3-030-23096-8_5,Chapter
Redefining Shōjo and Shōnen Manga Through Language Patterns,Shōjo Across Media,,,,10.1007/978-3-030-01485-8_3,Giancarla Unser-Schutz,2019,https://link.springer.com/chapter/10.1007/978-3-030-01485-8_3,Chapter
Crossroads: US and Mexican Reactions to Repression in Europe 1930–1939,"European and Latin American Social Scientists as Refugees, Émigrés and Return‐Migrants",,,,10.1007/978-3-319-99265-5_2,Katrin MöbiusSascha Möbius,2019,https://link.springer.com/chapter/10.1007/978-3-319-99265-5_2,Chapter
Policies for a Post-2050 World,Designing Climate Solutions,,,,10.5822/978-1-61091-957-9_16,Hal HarveyRobbie OrvisJeffrey Rissman,2018,https://link.springer.com/chapter/10.5822/978-1-61091-957-9_16,Chapter
On the Use of Innovation Arguments for Getting Gender Research into STEM,Gender Studies and the New Academic Governance,,,,10.1007/978-3-658-19853-4_7,Sigrid Schmitz,2018,https://link.springer.com/chapter/10.1007/978-3-658-19853-4_7,Chapter
The Varieties of Social Contracts,The Hypothetical Species,,,,10.1007/978-3-030-11319-3_7,Michael Charles TobiasJane Gray Morrison,2019,https://link.springer.com/chapter/10.1007/978-3-030-11319-3_7,Chapter
The Rise and Fall of Mental Hygiene,Psycho-Politics between the World Wars,,,,10.1007/978-3-030-32702-6_6,David Freis,2019,https://link.springer.com/chapter/10.1007/978-3-030-32702-6_6,Chapter
